0,++18Ccmd2vYdt+zkc4Vc+lVo6REGczrBrjnfj0MfUJ7gUl8NgglH57adRF1Z24wK,4.344698295,7.168818353
0,#NAME?,47.32596053,52.98124444
0,#NAME?,5.846747711,8.99844936
0,++t/jzDcPUBC41YWESI+Kzbs0jcBetS/7Go/OVmWQzqwMVF7gd8KCBxqGq3tbgBH,6.271078309,8.156244652
0,+/LOqtsIK3B1JLQSd/BlJ1z0m0yNCp7QnP2ID3GhlTI9Xqmrj13yk60+4IeefsrN,4.480683135,9.226732197
0,+/MnCWsQ7nNglPnfJx9AQ6rbFwjmhEewJsv3VmXvTLQBdDELaPECsc/VU1bocM3W,36.77052906,44.98618643
0,+/Yy3DjKx86CbeN465zhsj0s/0z3q57TyJbIWz1kLbDKmLKjqg7G3ceotFZG3uyO,0.651131718,1.146586725
0,+/cYT1thXz5wEbhzJKKIGoFUsv/LuOeL+PUzllBHyqzypCchakOMu7ZIGuOBrZ4I,3.174806547,6.122466815
0,+0KTCEXjQkx8/CbquVpWQa0163/6X4ZV/0yuh2KPFAoWcL2XKsDHLgSU5WpfTwkv,53.46486462,54.50691879
0,+0mO6qTBc21GZ+ctvWmvSyuVbDF9eDUwhCDEHaOfifWbHZ+xFoFASoPqvust/7iD,34.54322128,43.77448184
0,+1AYkVxJxa7JSvNzlUwde1qgfcy54lKmqXvnUcWFbuWLzyibUxmw7kCGXS60+zMT,4.380660443,6.736779646
0,+1PxRmt9AbKyfgFf1bwBqusU+CQ21VRc1jmto5lkQhhwTx6Q7R+90/9Xk2NMCejq,17.59921218,22.85480736
0,+1fE280ZtFjFC875o92QWY8cPF+59KB2e2XFuSs5MSAIBgVZiGNBZDDrSCOqfQwb,11.38124693,19.8417471
0,+2FTtvtX0F855WCbvRqzka50yo32gWNm+UJ7sjupFS+wfDEj/LPsIOg3Wclb9KD4,5.239553543,6.408042439
0,+2UR4f+7dlp7kVNIUrM4MP4/TkXIolc/S5La8jCmPdZj/gk+PvXGpi1VKa/9fu+7,8164.011252,14575.93192
0,+2WQkvb+cROd0R3zH8/gYfFAm/Xs/bRpVpcRYdg+4e6SlieE8BDk785be10RcM0s,6.475032511,11.23051844
0,+3+uktFgTo1/BuEhRVkp8Vf/6W2JBCH4etGZyUhUghxa5UDxe42v7nRHKsfw3Ieb,7.946996072,12.44103845
0,+37kaIe2BV59bvJ6D7KdDI+o8dmhWfC0hYQ+ssSNbwcBEV13LygL6BYazr1lCuiq,3.753294032,9.005729819
0,+3AQuodAzlvx7h6G4GsjhQ5uq+2kzkH3Q2QkxOiaQUoZh6sLHDF5QfMdUz5EKPbl,3.959986211,5.8346989
0,+3ErNRJ/D6jjxSG13qQ14vGj9jl4UpXAX1mwy0I1mhyTurq+0jpGDiz1ET+tLgf1,17.18048384,20.00358903
0,+3PB5shAEfSOCtGAmfDB7biVh4SbbKITkMejpidTh2gqDmsH++hDwFrhAkWioqzC,4.137107894,6.660007965
0,+3hhk6GwKpT/et+OLZwJjjdOfN352AjiRPXT9XHSK19/hN7Qgo17wg4AnK6lTp5j,42.18720526,43.56777311
0,#NAME?,6.294591464,8.12745457
